Nome,Especialização,Contratação,Telefone,Endereço,CPF,Nascimento
Luiz Fernando Melo,Radioterapia,04/07/2014,81 6157 9975,"Campo de Vieira, 8
Cidade Jardim
52920721 da Luz / PB",445.212.346-94,08/05/1982
João Gabriel Melo,Pediatria,03/02/2020,+55 81 1099 2720,"Trecho de Dias, 194
Varzea Da Palma
37776-008 Duarte Alegre / PA",676.641.524-82,07/10/1983
Maria Cecília Rezende,Medicina do trabalho,05/12/2017,+55 (041) 3560 9769,"Quadra Moraes, 66
Varzea Da Palma
35600-080 Melo / RO",908.568.635-77,02/22/1980
Kevin Mendes,Cirurgia geral,03/24/2019,+55 11 2593 8681,"Chácara Lucas Carvalho
Caiçara - Adelaide
44734350 Aragão do Amparo / RN",996.373.448-87,05/17/1996
Luiz Henrique Duarte,Cardiologia,05/18/2016,+55 51 106 7390,"Viaduto de Fernandes, 9
Bela Vitoria
90880124 Lima de Martins / DF",646.532.839-85,07/19/1971
Luigi Moura,Pediatria,07/07/2015,+55 (011) 5613 3020,"Largo de Gonçalves
Barreiro
29898902 Moura / MT",685.760.278-34,08/13/1971
Pietra da Cunha,Oftalmologia,07/10/2017,+55 41 7632-2562,"Pátio da Paz, 59
Alta Tensão 2ª Seção
24575-750 Costela / PI",539.648.437-20,08/12/1997
Letícia Moraes,Oftalmologia,12/26/2014,(011) 7339-2004,"Fazenda Vitor Hugo Rodrigues, 558
Vila Nova Dos Milionarios
26894774 Vieira / AP",396.235.841-70,09/29/1999
Dr. Thales Santos,Endoscopia,12/26/2019,21 2077-8487,"Loteamento de da Rosa, 45
Flamengo
56445-978 Moura de Araújo / PE",557.405.640-13,07/07/1983
Fernando Monteiro,Medicina do trabalho,01/21/2019,+55 31 2249-8615,,502-394-226-95,10/25/1989
Sr. Anthony Lopes,Radioterapia,02/02/2019,+55 71 7691 6300,"Área Silva, 39
Aarão Reis
39949833 Costa dos Dourados / RS",150.764.580-30,12/08/1970
Noah da Mota,Endoscopia,08/21/2017,(031) 8203-2945,"Aeroporto Lucas da Mata, 39
Gutierrez
41081058 Carvalho / PI",544.510.607-21,05/07/1989
Sra. Mirella Azevedo,Oftalmologia,11/03/2012,(051) 2750-6356,"Ladeira Maitê Monteiro, 79
Vera Cruz
04444-001 Costa do Sul / PB",608.880.409-53,04/27/1989
Sophie Melo,Cardiologia,04/17/2015,61 5414 9707,"Fazenda de Nascimento, 2
Bela Vitoria
57094733 Nascimento / RS",526.694.422-89,09/03/1996
Sr. Miguel Ribeiro,Dermatologia,11/03/2019,(081) 5435-1259,"Praça de Ramos, 9
Santa Sofia
04211-029 da Rocha / RN",624.185.260-47,07/25/1984
Thomas Cardoso,Medicina do trabalho,09/23/2015,+55 (051) 0144 4946,"Praça Clara Pinto, 798
Camargos
98316-151 Nascimento / PR",366.511.681-58,10/27/1996
João Gabriel Novaes,Pediatria,06/26/2012,71 7020 5666,"Condomínio Francisco Castro, 93
Vila Mantiqueira
92380-915 Barbosa / MT",845-516-920-36,12/06/1981
Sophia Duarte,Cardiologia,02/09/2020,11 3389 2037,"Residencial de Cavalcanti, 8
Zilah Sposito
04542155 Freitas de Martins / RJ",321.354.720-65,10/28/1984
Thales da Cunha,Alergia e imunologia,11/27/2014,61 3144 6565,"Ladeira Antônio Moura, 45
Mirante
15582776 da Costa da Prata / RO",346.304.247-92,08/08/1976
Elisa Teixeira,Pediatria,04/04/2015,(081) 2282 3223,"Sítio Kaique Cavalcanti, 85
Baleia
78868149 Cardoso / RR",101.813.838-20,12/14/1973
Thomas Moreira,Endoscopia,12/29/2012,21 0212 6349,"Fazenda Valentina Azevedo, 44
Cônego Pinheiro 1ª Seção
55784-627 Cardoso / MG",121.231.439-20,11/21/1999
Samuel Peixoto,Endoscopia,06/29/2015,41 0529-8943,"Avenida Souza
Paquetá
41090474 da Rosa da Prata / RN",121.156.233-19,02/09/1995
Isabella Souza,Endoscopia,02/17/2014,(081) 5784-3504,"Viela Larissa Melo, 29
Vila São João Batista
28285674 Almeida do Sul / MA",990.629.675-46,10/12/1974
Gustavo Henrique Correia,Cardiologia,12/13/2019,+55 51 280 5709,"Chácara de Oliveira, 313
Esperança
19629-438 Alves do Oeste / RO",311.490.558-53,08/19/1997
Dr. João Guilherme da Costa,Cirurgia geral,08/10/2018,+55 81 3470 7728,"Distrito João Guilherme da Cruz
Vila Da Luz
00684229 Fernandes / PR",880.569.218-15,11/05/1978
Dr. Cauê Moraes,Neurologia,02/28/2013,+55 (061) 6532-1647,"Viela de Silva, 120
Vila Cloris
96971-484 Gomes Alegre / SC",722.546.920-15,04-20-1998
Marina Pinto,Cirurgia geral,12/14/2015,71 1879 2746,"Jardim de Silveira, 10
São Francisco
35190-938 Carvalho de Goiás / TO",491.111.599-23,02/27/1972
Heitor Correia,Pediatria,04/26/2015,(031) 0413-4087,"Estação de Almeida, 56
Monte São José
75615-257 Rodrigues de Pinto / SE",542.923.764-37,03/02/1984
Yago Martins,Medicina do trabalho,09/27/2019,+55 (011) 8087 3759,"Vereda Gustavo Henrique Araújo
Vila São João Batista
38707884 Azevedo do Oeste / AL",277.449.292-44,
Alana Gonçalves,Neurologia,10/24/2011,(031) 6324 5464,"Vila da Conceição, 9
São Jorge 3ª Seção
34015078 das Neves dos Dourados / PE",386.113.394-12,07/26/1979
Bárbara da Mata,Dermatologia,06/12/2013,+55 21 4729 9522,"Travessa Giovanna Dias, 8
Morro Dos Macacos
88405-901 Correia do Oeste / DF",546.403.214-82,10/18/1992
Rebeca Nascimento,Dermatologia,02/25/2017,+55 31 6266-6763,"Condomínio de Peixoto, 63
Liberdade
60187-697 Fernandes / RR",529.912.689-95,04/30/1985
Maria Cecília Rocha,Neurologia,05/31/2019,84 5587-9729,"Setor Mariana Oliveira, 48
Paulo Vi
28542122 Duarte / SC",663.594.844-71,02/04/1991
Rafaela Farias,Neurologia,08/19/2010,(084) 4324 8519,"Chácara de Dias, 90
Vila São Dimas
47792738 Monteiro / SP",308.903.734-92,05/20/1975
Julia Pires,Pediatria,05/29/2018,(021) 1574-8722,"Avenida Thales Farias, 25
Guaratã
81708-395 Freitas / SC",641.329.963-21,06/06/1979
Ana Sophia Cunha,Cardiologia,04/20/2016,(021) 6837 9395,"Recanto Fernando Correia, 48
Marilandia
88829-382 Teixeira de das Neves / AM",742-591-703-44,02/05/1977
Thales Pires,Pediatria,01/06/2018,(081) 1782 1551,"Vila Yago Melo, 83
Barroca
56120390 da Cruz de Minas / MS",354.683.175-34,10/15/1979
Júlia Nogueira,Acupuntura,06/15/2012,+55 (084) 7509 8330,"Chácara Otávio Peixoto, 91
Monte Azul
12806-797 Nunes / MG",116.475.200-15,07/30/1992
Daniela Araújo,Alergia e imunologia,05/01/2015,+55 (071) 9489-7319,"Fazenda Cunha, 8
Nova Cachoeirinha
08657-282 Ribeiro / MG",340.152.286-91,02/16/1990
Paulo Porto,Cardiologia,07/15/2019,(041) 1142-4564,"Esplanada Raul Vieira, 932
Araguaia
33949254 Carvalho / SP",979-235-700-10,04/15/1986
Benjamin Campos,Neurologia,07/31/2014,+55 71 0156-6497,"Praia de Nunes, 70
Solar Do Barreiro
20343-601 Moreira do Norte / PB",238.126.595-78,01/13/1995
Ana Carolina Pinto,Pediatria,02/10/2019,84 4787 2468,"Praia da Conceição, 94
Vila Betânia
34868-862 Barros / RR",713.821.113-14,12-01-1978
Samuel Rezende,Acupuntura,04/18/2011,+55 (084) 2215-1673,"Vereda Luana Carvalho
Delta
90031-716 Cavalcanti / ES",461.974.686-86,05/13/1977
Pedro Miguel da Costa,Endoscopia,03/26/2012,+55 (031) 4055 9868,"Chácara Ryan Gomes, 7
Baleia
99963441 da Rosa / RO",120.320.283-49,11/30/1978
Dr. Pedro Cavalcanti,Alergia e imunologia,10/09/2016,+55 (041) 1547 8445,"Morro de da Conceição, 221
São Tomaz
74291016 da Cruz de Nunes / DF",674.970.289-49,01/05/1991
Marcelo Costa,Cirurgia geral,08/31/2011,31 9800 1252,"Residencial Carvalho, 57
Conjunto Bonsucesso
82394-188 da Costa de Goiás / PA",117.273.644-24,12/07/1993
Eduarda Pinto,Cardiologia,06/29/2015,(061) 8121 4628,"Ladeira Mariane da Cunha, 40
São Sebastião
81393-424 Ferreira Verde / BA",713.874.569-89,12/18/1973
Theo Carvalho,Neurologia,12/03/2010,41 8346 1145,"Conjunto Caldeira, 925
Vila Coqueiral
77212-056 Carvalho / DF",149.711.803-58,11/20/1977
Maitê da Cruz,Radioterapia,06/12/2019,(061) 7411-4303,"Largo Ana Julia Aragão, 72
Barão Homem De Melo 3ª Seção
05127-035 da Cunha / AM",113.285.464-37,07/14/1985
Júlia da Mota,Dermatologia,11/06/2018,+55 61 8123 8347,"Vila Clarice Azevedo, 91
Nossa Senhora De Fátima
92965-193 Porto / RS",975.253.801-88,05/18/1980
Breno Pereira,Oftalmologia,12/11/2018,+55 (084) 4006-2316,"Rodovia Barros, 80
São Gonçalo
02170962 Campos de Goiás / AC",646.430.966-39,11/14/1996
Luiza Moraes,Cirurgia geral,05/19/2012,+55 84 3453 8422,"Trevo Sales, 766
Guaratã
55185768 da Paz da Praia / AM",756.334.350-42,03/04/1975
Theo Nascimento,Dermatologia,09/22/2016,+55 84 1047-7248,"Esplanada Theo Farias, 39
Mineirão
05887-342 Almeida / AP",585.507.661-52,09/16/1983
Isis Freitas,Pediatria,07/27/2014,81 4831 0186,"Setor Pinto, 87
Itapoa
26237-915 Silveira de Goiás / PR",944.510.310-79,09/08/1976
João Felipe Barros,Pediatria,03/03/2012,+55 31 1510 2829,"Fazenda de da Rocha, 170
Piratininga
06686710 Pinto da Serra / AC",288.242.945-13,07/05/1987
Anthony Cunha,Oftalmologia,11/23/2014,+55 41 1235-8606,"Passarela Costa, 770
Gutierrez
63662-332 Barbosa do Amparo / MG",147.684.372-42,01/11/1985
Francisco Alves,Dermatologia,05/17/2019,+55 (041) 5035-7839,"Fazenda Pinto
Alpes
57903738 Duarte dos Dourados / CE",142.544.496-74,08/13/1987
Esther da Rocha,Endoscopia,10/10/2012,(031) 0664-9096,"Campo Rocha
Andiroba
65627979 Rezende de Minas / SP",223.705.878-71,09/19/1971
Srta. Agatha Moura,Oftalmologia,12/10/2017,+55 81 3658 2395,"Jardim de Pinto, 2
Rio Branco
25845075 Aragão / PB",883.780.511-21,08/01/1986
Srta. Eduarda Nunes,Cardiologia,04/26/2015,81 5687 6036,"Pátio Pinto, 4
Padre Eustáquio
61447-341 Melo de Goiás / RR",372.181.958-12,07/10/1998
Esther Cunha,Oftalmologia,03/11/2017,+55 (051) 5084-7350,"Rua Ribeiro
Jatobá
94749865 Ramos / AC",264.926.641-61,11/20/1972
Carolina Lima,Cardiologia,05/07/2014,+55 (084) 1694-5147,"Distrito Luiz Felipe Santos, 68
Urca
18201649 Gomes do Sul / AM",460.856.222-79,02/24/1989
Marcos Vinicius Pereira,Cirurgia geral,05/14/2019,+55 11 1718 7403,"Fazenda Pinto, 9
Belmonte
29846880 Ferreira do Campo / CE",836.971.781-45,05/05/1999
Davi Lucca Costa,Radioterapia,01/06/2012,(061) 8342 8445,"Avenida Castro, 52
Cinquentenário
93598-817 Barros / GO",502.150.781-70,07/15/1978
Maria Sophia Pinto,Endoscopia,10/04/2017,(081) 0491 2437,"Campo Ana Clara Barbosa, 35
Barro Preto
78250-448 Viana / SP",774.426.527-52,05/24/1982
Ana Peixoto,Radioterapia,01/23/2015,+55 (011) 9655 1134,"Parque Valentina Monteiro, 326
Ápia
19014-860 Dias de Goiás / RO",142.838.382-50,03/29/1992
Bianca Sales,Endoscopia,07/28/2019,+55 61 4917-3564,"Viaduto de da Mota, 357
Vila Jardim Alvorada
95154-180 Rodrigues / PR",601.378.912-84,02/08/1998
Danilo Barbosa,Cardiologia,02/03/2018,(011) 7266 3380,"Núcleo Raul Nogueira, 206
Mangueiras
69498-138 Oliveira da Mata / SC",229.609.302-33,03/21/1975
Isaac Souza,Cardiologia,06/02/2019,+55 (011) 9882-0383,"Quadra Ana Julia Correia, 86
São Salvador
04990-912 Martins / SE",553.842.138-76,09/30/1999
Sofia Silveira,Cardiologia,10/20/2011,(051) 4779 0942,"Feira Porto, 355
Vila Maloca
18430727 Pinto de Carvalho / PE",891.327.231-58,10/26/1997
Brenda Fogaça,Acupuntura,10/10/2019,(071) 3757-2457,"Fazenda Luiz Miguel Fernandes, 9
Sion
68228-083 Cunha / SE",746.649.746-71,08/31/1980
Guilherme da Mata,Pediatria,05/13/2015,11 0523-8101,"Sítio de Melo, 79
Jardim Do Vale
11668582 da Mata das Pedras / ES",950.629.714-51,11/17/1991
Sr. Noah Melo,Cardiologia,03/31/2011,+55 (031) 7887 4777,"Feira de da Mota, 76
São João
24065476 Fernandes / PE",595.355.438-60,04/16/1975
Pietro Costa,Radioterapia,04/28/2015,+55 (081) 5841-5002,"Residencial de Barbosa, 534
Tiradentes
39929-187 Freitas / AM",571.751.192-90,04/16/1980
Pietra Azevedo,Endoscopia,12/09/2015,31 2689-1546,"Conjunto de Alves, 180
Vila Santo Antônio Barroquinha
46588-503 Pereira / CE",766.622.890-18,
Sophia Carvalho,Endoscopia,08/21/2013,+55 81 2653 1221,"Sítio de Aragão, 199
Vila Santo Antônio Barroquinha
98417437 Nunes do Sul / PI",771.926.498-95,11/08/1984
Alana Sales,Pediatria,09/02/2011,(011) 5588-5727,"Vale Nogueira
Ribeiro De Abreu
89222352 Rezende / RO",444.214.364-59,10-08-1987
Isabella Martins,Medicina do trabalho,02/07/2011,+55 84 7709-4667,"Campo Davi Luiz Lopes
Palmeiras
04170-891 Novaes / GO",978.961.550-91,06/18/1979
Luigi da Cruz,Radioterapia,03/12/2013,+55 (021) 2166 9480,"Viaduto de Cardoso, 96
Maria Tereza
04176-209 Teixeira dos Dourados / CE",960.499.450-31,06/23/1987
Dra. Helena da Rocha,Cirurgia geral,12/13/2015,+55 71 1775 2311,"Vale Caldeira, 31
Santa Branca
02532-077 Porto / GO",108.496.348-86,08/11/1987
Anthony Mendes,Neurologia,01/02/2017,+55 21 1742 2998,"Praça da Mata, 76
Castelo
21379-226 Correia Alegre / AM",169.146.485-66,04/18/1981
Davi Luiz Rezende,Acupuntura,07/08/2015,61 7888 9570,"Travessa Joaquim Gomes, 28
Leonina
14962436 Rocha da Mata / PE",358.350.943-32,03/17/1971
Noah Martins,Medicina do trabalho,01/17/2018,+55 (051) 1975 3554,"Conjunto de Ribeiro, 77
Vila Califórnia
76930761 Vieira / RR",409.701.532-73,02/27/1987
Sr. Pedro Miguel Teixeira,Medicina do trabalho,09/08/2011,+55 51 718 2408,"Condomínio Felipe Costa, 83
Madri
58673-286 Gomes de Goiás / MT",292.240.705-36,11/29/1976
Henrique Almeida,Dermatologia,01/11/2017,+55 (011) 0190 5892,"Vila Cardoso
Castelo
01818191 Cavalcanti de Novaes / AM",610.973.823-44,09/16/1994
Davi Costa,Endoscopia,10/20/2019,+55 (011) 9694-4710,"Quadra Cauã da Luz, 54
Zilah Sposito
59524045 da Mata da Prata / MG",146-294-387-16,02/22/1995
Dr. João Felipe Campos,Neurologia,10/12/2012,31 8883-4361,"Conjunto Aragão
Conjunto Bonsucesso
57935941 Duarte dos Dourados / SE",919.895.873-90,09/29/1976
Ana Novaes,Radioterapia,04/12/2016,(071) 9520 0020,"Recanto de Cardoso, 31
Conjunto Taquaril
88937-656 Ramos / AP",129.112.126-57,07/08/1972
Dra. Isabel Teixeira,Cirurgia geral,11/11/2013,(011) 8732 7711,"Fazenda de Lopes
Santa Rosa
66224-214 Araújo de Minas / PE",236.862.837-14,11/25/1974
Breno Cunha,Cardiologia,04/22/2013,(051) 1952 0502,"Núcleo Pereira, 45
Mangabeiras
38550958 Peixoto / AL",221.536.890-64,05/20/1988
Breno Silveira,Radioterapia,07/01/2015,41 1170-1214,"Praia Pires
Santo Agostinho
59856-674 Carvalho de das Neves / MA",223.362.525-87,03/05/1997
Joana da Paz,Medicina do trabalho,03/04/2016,+55 81 6743 6732,"Praia de Oliveira
Serra
10507770 Martins / RN",400.776.736-93,02/09/1998
Srta. Maria Julia Souza,Neurologia,04/15/2013,(021) 4447 2044,"Loteamento de Costa
Dom Bosco
19018244 Peixoto / MA",730.818.472-91,04/02/1982
Levi Costa,Neurologia,02/19/2016,41 2160-9073,"Viaduto Breno Cardoso, 1
Vila Oeste
52251-593 Aragão da Prata / ES",963.545.479-88,12/28/1995
Emanuelly Pires,Neurologia,06/17/2015,(041) 3871-1059,"Esplanada de Pereira, 42
Conjunto Jardim Filadélfia
77099-415 Barros / MG",239.630.852-49,06/02/1974
Helena Viana,Pediatria,10/06/2011,+55 (021) 9966 2182,"Lagoa Ribeiro, 139
Madri
31943485 Lopes / GO",519.482.292-65,12/14/1983
Brenda Barbosa,Radioterapia,03/04/2016,84 4927-0206,"Pátio Felipe Fogaça, 49
Castelo
16145198 Barbosa / AM",127.596.413-87,06/10/1979
Maria Sophia Gonçalves,Alergia e imunologia,07/07/2018,(011) 5543-3835,"Rua Ana Julia Pires, 9
São Jorge 3ª Seção
45190550 Correia / AC",648.633.361-56,05/09/1980
Vitor Hugo Castro,Radioterapia,01/11/2019,+55 (021) 7111-1181,"Passarela da Rosa, 846
Santo Antônio
57338764 Gonçalves / RR",148.151.245-42,05/22/1987
Fernanda Rezende,Pediatria,06/24/2020,+55 (011) 6672 8760,"Esplanada Moura, 41
Vila Canto Do Sabiá
14619-858 Peixoto / RS",518.787.451-59,07/03/1977
João Vitor Oliveira,Endoscopia,01/21/2012,71 5905-9515,"Via da Costa
Jardim América
30015259 Silveira de da Costa / RN",826.941.946-58,07/08/1993
Alícia Fernandes,Radioterapia,11/08/2014,+55 31 9115-2644,"Feira de Dias, 70
Alta Tensão 2ª Seção
35252255 Moraes / GO",812.370.960-46,09/22/1970
Vitor Hugo Moreira,Oftalmologia,05/26/2019,+55 51 662 3168,"Condomínio de Porto, 46
Nossa Senhora Da Aparecida
57390-346 Gonçalves de Azevedo / SE",138.559.533-71,11/08/1971
Yasmin Campos,Cirurgia geral,11/08/2015,11 8077-4113,"Colônia Luiz Henrique Jesus, 21
Cruzeiro
88914925 Mendes / CE",899.405.753-17,12/24/1972
Erick Rocha,Cardiologia,07/24/2019,(051) 7510 6997,"Via de Barbosa, 70
Mangabeiras
44688-575 Moreira / BA",507.447.827-82,11/02/1973
Daniela da Paz,Endoscopia,10/02/2014,+55 (011) 9026 1760,"Via de Jesus
São Bento
63822-625 Azevedo das Flores / RS",845.771.353-64,06/06/1992
Lara Novaes,Radioterapia,05/11/2017,+55 21 2063 4984,"Setor Augusto Pires, 3
Renascença
09936-881 Santos / RO",414.914.237-28,06/07/1977
Carolina Pereira,Cirurgia geral,01/24/2017,+55 (011) 2782 5027,"Aeroporto de Lima, 673
Fernão Dias
40271486 Oliveira de Correia / AP",649.924.930-96,01/11/1972
Lorenzo Viana,Pediatria,04/08/2020,81 4730-5619,"Avenida de Pereira
Conjunto Providencia
88012-008 Nogueira / AC",408.746.766-49,05/30/1989
Yuri Pires,Alergia e imunologia,01/04/2018,11 1297-7270,"Favela João Guilherme Cardoso, 88
São Luiz
84129701 Jesus da Mata / SC",185.447.417-76,08/30/1970
André Ferreira,Medicina do trabalho,07/18/2019,(084) 5566 7615,"Loteamento de Gonçalves, 84
Aparecida 7ª Seção
95579353 Dias / SC",695.972.557-41,07/30/1987
Dr. Isaac Barbosa,Cardiologia,07/04/2017,(011) 9269-5017,"Loteamento de Viana
Candelaria
26610742 Aragão / DF",451.684.110-16,04/21/1973
Enrico da Conceição,Medicina do trabalho,08/03/2010,(084) 4119 9000,"Sítio João Lucas Lopes, 95
Vila Ipiranga
89563-072 Ramos Paulista / SE",891.964.667-54,03/30/1991
Mirella Carvalho,Cirurgia geral,11/02/2014,+55 71 3705 7621,"Vila Amanda Pinto, 81
São Gonçalo
88249-588 da Rosa / MG",432.195.406-42,06/15/1978
Luiza Cardoso,Radioterapia,06/10/2016,51 849 0414,"Lago Nogueira, 277
Olaria
53320092 Costa de Souza / BA",650.324.387-61,09/26/1970
Sra. Maysa Cardoso,Alergia e imunologia,11/02/2014,51 981 3069,"Distrito de Ramos, 63
Conjunto Providencia
16158782 Dias do Galho / SP",606.812.494-84,02/15/1993
Cauã Aragão,Acupuntura,08/13/2014,11 2542 8418,"Sítio de Silva, 2
Palmeiras
36648239 Costa das Pedras / MA",591.945.849-65,10/01/1990
Maria Vitória das Neves,Neurologia,03/31/2011,84 3740 4284,"Setor de Azevedo, 4
São Cristóvão
06798-743 Porto dos Dourados / ES",223.515.820-96,09/20/1993
Dra. Lara Aragão,Oftalmologia,03/29/2015,(084) 8078 9066,"Residencial Vieira, 3
Boa Vista
50147-887 Gomes / TO",522.441.109-17,12/06/1990
Ana Clara Carvalho,Radioterapia,03/20/2017,(021) 9022-2169,"Quadra Rezende, 48
Cidade Nova
54136196 Vieira de Lopes - RJ",925.320.110-83,06/16/1988
Melissa Carvalho,Pediatria,05/12/2014,+55 84 3218 0918,"Favela Benjamin Lopes, 14
Vila Ipiranga
19551898 Melo / PI",454.298.760-64,07-06-1981
Valentina Barros,Dermatologia,06/10/2017,+55 51 962 0827,"Condomínio de Alves, 2
União
43886445 Costela do Norte / RN",402.959.268-32,08/06/1974
João Felipe das Neves,Medicina do trabalho,03/03/2011,+55 (021) 6323-1387,"Feira Dias, 13
Pindorama
47637023 Carvalho - AP",790.451.841-90,06/13/1980
Bryan Araújo,Dermatologia,04/25/2014,+55 (051) 8639 3551,"Esplanada de Teixeira, 16
Nova Cintra
71273-261 Dias Grande / PB",857.691.198-42,09/02/1983
Sr. Danilo Costela,Radioterapia,02/01/2016,71 7281-4498,"Fazenda Maria Luiza Pinto, 19
Ápia
70215-240 Araújo Verde / RS",567.511.216-50,04/19/1999
Srta. Isabella Moraes,Radioterapia,05/05/2016,+55 (011) 2130-7538,"Fazenda Costa, 84
Biquinhas
71189025 da Cunha / PR",394.920.747-95,06/22/1972
Stella Costela,Radioterapia,05/18/2015,61 8419 0491,"Feira Rafaela Nunes, 589
Cônego Pinheiro 2ª Seção
70245704 da Rocha - PE",616.530.580-60,02/22/1997
Beatriz Nunes,Acupuntura,08/15/2013,11 7208 1754,"Jardim de Sales, 99
Jardim Guanabara
86325-990 Lopes / MT",471.408.622-36,03/18/1986
Brenda Alves,Medicina do trabalho,11/28/2015,(071) 7134-7489,"Favela de Monteiro, 3
Esplanada
83253-893 Lopes / SP",898.708.645-65,08/17/1993
Maria Fernanda Moraes,Radioterapia,10/30/2010,+55 (084) 7966 9177,"Loteamento Farias, 84
Horto Florestal
57469527 Barbosa Paulista / BA",347.494.617-35,12/25/1993
Daniela da Mota,Neurologia,02/02/2012,81 8392-6713,"Largo Cunha, 620
Chácara Leonina
82346169 Ferreira do Campo / BA",688.784.941-45,07/03/1995
Ana Beatriz Martins,Cardiologia,02/23/2017,(071) 3827 0291,"Chácara Stephany Martins
Guaratã
25670149 da Rocha de Minas / GO",868.332.200-22,10/24/1977
Maria Clara Santos,Radioterapia,05/03/2015,(061) 8123-8021,"Colônia Yuri Fernandes, 501
Urca
19999746 Freitas / AM",444.863.122-11,08/23/1970
Sra. Elisa Moreira,Cirurgia geral,10/06/2011,+55 (081) 1695 2868,"Morro André Costela, 519
Santa Sofia
10740-646 Nogueira do Oeste / AC",183.350.122-17,08/01/1999
Olivia da Cunha,Neurologia,04/30/2018,+55 71 5761 6936,"Via Thales Rocha
Urca
14790-368 Peixoto / GO",981.857.740-20,08-22-1974
Giovanna Castro,Medicina do trabalho,06/21/2017,+55 41 3673 6206,"Esplanada de Nogueira, 51
Pirineus
44447-454 Campos / RN",105.972.861-35,11/23/1997
Thiago da Mota,Acupuntura,09/10/2014,61 4867 8041,"Colônia de Peixoto, 38
Dona Clara
55504-164 Lopes / AC",742.190.187-88,09/15/1979
Sofia Teixeira,Dermatologia,07/12/2014,+55 (081) 5976-7956,"Trevo da Cruz, 7
Vila Pilar
12339952 Gonçalves / TO",213.321.818-81,08/11/1970
Levi Martins,Dermatologia,02/28/2015,(031) 8306 0207,"Favela Nunes, 52
São Damião
33465789 Castro do Galho / RN",308.743.891-95,06/09/1982
Sr. Thales Campos,Radioterapia,02/03/2018,+55 (084) 2571 8074,"Chácara Carvalho, 80
São Marcos
94065-454 da Mota / DF",486.219.236-44,01/06/1987
Ana Lopes,Oftalmologia,10/06/2011,(041) 7260 4929,"Recanto Renan Jesus
Vale Do Jatoba
55578-728 Carvalho / MT",186.294.571-23,02/11/1979
Clara Jesus,Oftalmologia,12/16/2018,+55 81 0439 7803,"Rua de Cavalcanti, 87
Vila Santo Antônio Barroquinha
84651239 Viana das Pedras / MG",969.548.444-21,04/17/1990
Sra. Kamilly Gonçalves,Oftalmologia,10/22/2017,+55 84 3187-2307,"Área Monteiro, 62
Vila Independencia 1ª Seção
87205-317 Pinto / ES",718.215.564-40,12/03/1991
Luna Pereira,Alergia e imunologia,04/03/2019,+55 (011) 4334-0094,"Fazenda Moreira
Prado
95113990 Jesus / MT",925.204.853-43,12/24/1981
Joana Mendes,Neurologia,06/20/2020,+55 84 7508-4479,"Praça Maria Sophia Viana, 7
Mala E Cuia
54434513 Pereira / RJ",425.216.171-40,04/22/1991
